dataset_code;layer_code;current_layer_code;model;scenario;year;version;layer_url
Bio-ORACLE;BO21_RCP60_2100_tempmean_bdmean;BO21_tempmean_bdmean;AOGCM;RCP60;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP60.Benthic.Mean.Depth.Temperature.Mean.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP60_2100_tempmean_bdmin;BO21_tempmean_bdmin;AOGCM;RCP60;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP60.Benthic.Min.Depth.Temperature.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP60_2100_tempmean_ss;BO21_tempmean_ss;AOGCM;RCP60;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP60.Surface.Temperature.Mean.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP60_2100_tempmin_bdmax;BO21_tempmin_bdmax;AOGCM;RCP60;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP60.Benthic.Max.Depth.Temperature.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP60_2100_tempmin_bdmean;BO21_tempmin_bdmean;AOGCM;RCP60;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP60.Benthic.Mean.Depth.Temperature.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP60_2100_tempmin_bdmin;BO21_tempmin_bdmin;AOGCM;RCP60;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP60.Benthic.Min.Depth.Temperature.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP60_2100_tempmin_ss;BO21_tempmin_ss;AOGCM;RCP60;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP60.Surface.Temperature.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP60_2100_temprange_bdmax;BO21_temprange_bdmax;AOGCM;RCP60;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP60.Benthic.Max.Depth.Temperature.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP60_2100_temprange_bdmean;BO21_temprange_bdmean;AOGCM;RCP60;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP60.Benthic.Mean.Depth.Temperature.Mean.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP60_2100_temprange_bdmin;BO21_temprange_bdmin;AOGCM;RCP60;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP60.Benthic.Min.Depth.Temperature.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP60_2100_temprange_ss;BO21_temprange_ss;AOGCM;RCP60;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP60.Surface.Temperature.Range.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_chloltmax_ss;BO21_chloltmax_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Chlorophyll.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_chloltmin_ss;BO21_chloltmin_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Chlorophyll.Lt.min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_chlomax_ss;BO21_chlomax_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Chlorophyll.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_chlomean_ss;BO21_chlomean_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Chlorophyll.Mean.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_chlomin_ss;BO21_chlomin_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Chlorophyll.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_chlorange_ss;BO21_chlorange_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Chlorophyll.Range.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelltmax_bdmax;BO21_curvelltmax_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Current.Velocity.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelltmax_bdmean;BO21_curvelltmax_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Current.Velocity.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelltmax_bdmin;BO21_curvelltmax_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Current.Velocity.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelltmax_ss;BO21_curvelltmax_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Current.Velocity.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelltmin_bdmax;BO21_curvelltmin_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Current.Velocity.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelltmin_bdmean;BO21_curvelltmin_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Current.Velocity.Lt.min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelltmin_bdmin;BO21_curvelltmin_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Current.Velocity.Lt.min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelltmin_ss;BO21_curvelltmin_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Current.Velocity.Lt.min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelmax_bdmax;BO21_curvelmax_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Current.Velocity.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelmax_bdmean;BO21_curvelmax_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Current.Velocity.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelmax_bdmin;BO21_curvelmax_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Current.Velocity.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelmax_ss;BO21_curvelmax_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Current.Velocity.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelmean_bdmax;BO21_curvelmean_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Current.Velocity.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelmean_bdmean;BO21_curvelmean_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Current.Velocity.Mean.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelmean_bdmin;BO21_curvelmean_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Current.Velocity.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelmean_ss;BO21_curvelmean_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Current.Velocity.Mean.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelmin_bdmax;BO21_curvelmin_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Current.Velocity.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelmin_bdmean;BO21_curvelmin_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Current.Velocity.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelmin_bdmin;BO21_curvelmin_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Current.Velocity.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelmin_ss;BO21_curvelmin_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Current.Velocity.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelrange_bdmax;BO21_curvelrange_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Current.Velocity.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelrange_bdmean;BO21_curvelrange_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Current.Velocity.Mean.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelrange_bdmin;BO21_curvelrange_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Current.Velocity.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_curvelrange_ss;BO21_curvelrange_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Current.Velocity.Range.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_icethickltmax_ss;BO21_icethickltmax_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Ice.thickness.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_icethickltmin_ss;BO21_icethickltmin_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Ice.thickness.Lt.min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_icethickmax_ss;BO21_icethickmax_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Ice.thickness.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_icethickmean_ss;BO21_icethickmean_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Ice.thickness.Mean.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_icethickmin_ss;BO21_icethickmin_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Ice.thickness.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_icethickrange_ss;BO21_icethickrange_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Ice.thickness.Range.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinityltmax_bdmax;BO21_salinityltmax_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Salinity.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinityltmax_bdmean;BO21_salinityltmax_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Salinity.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinityltmax_bdmin;BO21_salinityltmax_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Salinity.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinityltmax_ss;BO21_salinityltmax_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Salinity.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinityltmin_bdmax;BO21_salinityltmin_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Salinity.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinityltmin_bdmean;BO21_salinityltmin_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Salinity.Lt.min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinityltmin_bdmin;BO21_salinityltmin_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Salinity.Lt.min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinityltmin_ss;BO21_salinityltmin_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Salinity.Lt.min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinitymax_bdmax;BO21_salinitymax_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Salinity.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinitymax_bdmean;BO21_salinitymax_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Salinity.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinitymax_bdmin;BO21_salinitymax_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Salinity.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinitymax_ss;BO21_salinitymax_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Salinity.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinitymean_bdmax;BO21_salinitymean_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Salinity.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinitymean_bdmean;BO21_salinitymean_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Salinity.Mean.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinitymean_bdmin;BO21_salinitymean_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Salinity.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinitymean_ss;BO21_salinitymean_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Salinity.Mean.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinitymin_bdmax;BO21_salinitymin_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Salinity.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinitymin_bdmean;BO21_salinitymin_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Salinity.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinitymin_bdmin;BO21_salinitymin_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Salinity.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinitymin_ss;BO21_salinitymin_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Salinity.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinityrange_bdmax;BO21_salinityrange_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Salinity.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinityrange_bdmean;BO21_salinityrange_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Salinity.Mean.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinityrange_bdmin;BO21_salinityrange_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Salinity.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_salinityrange_ss;BO21_salinityrange_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Salinity.Range.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_templtmax_bdmax;BO21_templtmax_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Temperature.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_templtmax_bdmean;BO21_templtmax_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Temperature.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_templtmax_bdmin;BO21_templtmax_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Temperature.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_templtmax_ss;BO21_templtmax_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Temperature.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_templtmin_bdmax;BO21_templtmin_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Temperature.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_templtmin_bdmean;BO21_templtmin_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Temperature.Lt.min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_templtmin_bdmin;BO21_templtmin_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Temperature.Lt.min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_templtmin_ss;BO21_templtmin_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Temperature.Lt.min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_tempmax_bdmax;BO21_tempmax_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Temperature.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_tempmax_bdmean;BO21_tempmax_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Temperature.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_tempmax_bdmin;BO21_tempmax_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Temperature.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_tempmax_ss;BO21_tempmax_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Temperature.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_tempmean_bdmax;BO21_tempmean_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Temperature.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_tempmean_bdmean;BO21_tempmean_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Temperature.Mean.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_tempmean_bdmin;BO21_tempmean_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Temperature.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_tempmean_ss;BO21_tempmean_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Temperature.Mean.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_tempmin_bdmax;BO21_tempmin_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Temperature.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_tempmin_bdmean;BO21_tempmin_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Temperature.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_tempmin_bdmin;BO21_tempmin_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Temperature.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_tempmin_ss;BO21_tempmin_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Temperature.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_temprange_bdmax;BO21_temprange_bdmax;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Max.Depth.Temperature.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_temprange_bdmean;BO21_temprange_bdmean;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Mean.Depth.Temperature.Mean.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_temprange_bdmin;BO21_temprange_bdmin;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Benthic.Min.Depth.Temperature.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2050_temprange_ss;BO21_temprange_ss;AOGCM;RCP85;2050;2,1;https://bio-oracle.org/data/2.1/2050AOGCM.RCP85.Surface.Temperature.Range.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2100_chloltmax_ss;BO21_chloltmax_ss;AOGCM;RCP85;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP85.Surface.Chlorophyll.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2100_chloltmin_ss;BO21_chloltmin_ss;AOGCM;RCP85;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP85.Surface.Chlorophyll.Lt.min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2100_chlomax_ss;BO21_chlomax_ss;AOGCM;RCP85;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP85.Surface.Chlorophyll.Max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2100_chlomean_ss;BO21_chlomean_ss;AOGCM;RCP85;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP85.Surface.Chlorophyll.Mean.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2100_chlomin_ss;BO21_chlomin_ss;AOGCM;RCP85;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP85.Surface.Chlorophyll.Min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2100_chlorange_ss;BO21_chlorange_ss;AOGCM;RCP85;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP85.Surface.Chlorophyll.Range.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2100_curvelltmax_bdmax;BO21_curvelltmax_bdmax;AOGCM;RCP85;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP85.Benthic.Max.Depth.Current.Velocity.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2100_curvelltmax_bdmean;BO21_curvelltmax_bdmean;AOGCM;RCP85;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP85.Benthic.Mean.Depth.Current.Velocity.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2100_curvelltmax_bdmin;BO21_curvelltmax_bdmin;AOGCM;RCP85;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP85.Benthic.Min.Depth.Current.Velocity.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2100_curvelltmax_ss;BO21_curvelltmax_ss;AOGCM;RCP85;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP85.Surface.Current.Velocity.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2100_curvelltmin_bdmax;BO21_curvelltmin_bdmax;AOGCM;RCP85;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP85.Benthic.Max.Depth.Current.Velocity.Lt.max.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2100_curvelltmin_bdmean;BO21_curvelltmin_bdmean;AOGCM;RCP85;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP85.Benthic.Mean.Depth.Current.Velocity.Lt.min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2100_curvelltmin_bdmin;BO21_curvelltmin_bdmin;AOGCM;RCP85;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP85.Benthic.Min.Depth.Current.Velocity.Lt.min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2100_curvelltmin_ss;BO21_curvelltmin_ss;AOGCM;RCP85;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP85.Surface.Current.Velocity.Lt.min.BOv2_1.tif.zip
Bio-ORACLE;BO21_RCP85_2100_curvelmax_bdmax;BO21_curvelmax_bdmax;AOGCM;RCP85;2100;2,1;https://bio-oracle.org/data/2.1/2100AOGCM.RCP85.Benthic.Max.Depth.Current.Velocity.Max.BOv2_1.tif.zip
